Log,Exercise Tag,Feeling Tag
"i walked for 30 minutes. i was bored but, felt refreshed.",walked,refreshed
doing running feel better,running,better
jumping feel better,jumping,better
i just completed a set of reps on the bench press this is the most i have ever bench pressed- this is great.,bench press,great
i just completed 10 minutes of planks my abs will be burning tomorrow,planks,burning
walk at home exercise felt strength,walk,strength
squats felt strength,squats,strength
i did aerobics for 30 minutes i felt very light,aerobics,very light
i went walking for 30 minutes it made me energetic,walking,energetic
i did 50 push-ups i am very tired,push-ups,tired
i walked 5 miles i feel very accomplished,walked,accomplished
i did heavy bench presses. i felt stronger than i thought i would!,bench presses,stronger
i did forward lunges. my legs were burning and felt like jello.,lunges,"burning, jello"
a played three hours of tennis. i felt amazing.,tennis,amazing
i went for a five hour hike. the last stretch was rough on my back.,hike,rough
"i worked out chest and did bench press i'm very sore now, but it feels good",bench press,"sore, good"
i just did 15 pull ups my shoulders are very tired,pull up,tired
i walked 5 miles. i felt very energized.,walked,energized
i rode my bike for 20 miles.  it was hard but i felt good when i finished,rode,good
i walked 2km i felt good about myself.,walked,good
i bounced on the yoga ball for an hour. i felt accomplished.,bounced,accomplished
i played volleyball in a tournament. i was tired.,volleyball,tired
i did some rock climbing. my arms felt like jello afterwards.,climbing,jello
i did five jumping jacks it was fun,jumping jacks,fun
i played basketball i felt like a champ,basketball,champ
i walked 10 miles i felt tired,walked,tired
i rode 6 miles on my bike i felt motivated,rode,motivated
i spent 30 minutes playing audioshield. i feel pumped up!,audioshield,pumped up
i did three sets of 15 planks. i feel sore and glad that they're over.,planks,sore
i just walked 40 minutes on the treadmill at an incline of 3%. i felt out of breath and tired.,walked,"out of breath, tired"
i just did yoga for 30 minutes. my muscles were sore.,yoga,sore
i did 50 jumping jacks felt fine - heart was was up but i was feeling doos,jumping jacks,fine
i ran to my parents house about a mile away i felt out of shape and winded,ran,"out of shape, winded"
i did 20 pushups. i feel energized.,pushups,energized
i did 30 situps. i'm starting to feel the burn.,situps,burn
i played racquet ball for an hour i felt exhausted,racquet ball,exhausted
i went to the gym and lifted weights for 2 hours i felt incredibly sore and tired,lifted weights,"sore, tired"
i took an hour long yoga class. i felt energized.,yoga,energized
i ran on the treadmill for 30 minutes. my calves are killing me.,ran,calves are killing me
i ran a mile. i feel awful.,ran,awful
i lifted weights for 30 mins. i feel strong!,lifted,strong
i danced for 2 hours. i was pleased.,danced,pleased
jogged for 1 mile. i felt exhausted.,jogged,exhausted
i did 3 sets of bench press. my arms were getting tired.,bench press,tired
i squatted 250 pounds. my legs feel shaky.,squatted,shaky
i walked 4 miles i felt invigorated,walked,invigorated
i jogged 1 mile i felt out of breath,jogged,out of breath
pushups i felt strong and pumped,pushups,"strong, pumped"
running  i felt fresh.,running,fresh
i did 25 squats my thighs hurted a lot,squats,hurted
i did planks my abdomen was hurt,planks,hurt
i just rode my bike ten miles. i felt winded.,bike,winded
i just ran for thirty minutes. my legs ache.,ran,ache
running feel better,running,better
jumping feel better,jumping,better
i played basketball yesterday with my son. i generally felt ok...i was a little tired but not too bad,basketball,"ok, tired"
i rode my bike this morning on the bike path my legs were really sore and i was winded after the bike ride,rode,"sore, winded"
i ran one mile. i felt powerful.,ran,powerful
i lifted weights for 15 minutes. i felt sore.,lifted weights,sore
i just did 100 jumping jacks i felt sore,jumping jacks,sore
i walked 4 miles on the treadmill. i felt energized.,walked,energized
jogging i jogged for fifteen minutes and felt like the energy was drained out of me,jogging,drained
squats i did squats and the following day my thighs were in so much pain,squats,pain
"i run around my neighbor hood every morning.  after my run, i feel out of breath because there are a lot of hills.",run,out of breath
"three times a week, i go to the gym and lift weights.  i feel sore for about a day after i work out, then i feel stronger.",weights,"sore, stronger"
i did ten minutes of yoga i felt relaxed and less tense,yoga,"relaxed, less tense"
i did ten minutes of cardio i felt winded,cardio,winded
i worked a free hand exercise it was very useful to me,free hand,useful
i walk early morning reduce fat,walk,fat
"lifting 25 pound dumbells for bicep curls i felt tired, but couldve liften more",bicep curls,tired
i just biked 10 miles i felt exhausted,biked,exhausted
i did zumba for 50 minutes. it made me feel energized.,zumba,energized
i swam laps for 25 minutes. it was very challenging.,swam,challenging
i did 50 jumping jacks i felt energized and ready for the day,jumping jacks,"energized, ready for the day"
i did 100 push ups i felt like my arms were on fire!,push ups,like my arms were on fire
i just ran a mile. i felt really tired and short of breath.,ran,"tired, short of breath"
i just did cycling for half an hour. i felt that my legs are completely out of strength.,cycling,out of strength
i climbed six flights of stairs i am really out of breath.,climbed,out of breath
i biked for 20 miles today. my legs feel like jell-o.,biked,jell-o
"i climbed 30 flights of stairs. my legs are going to be sore tomorrow, they're on fire!",climbed stairs,sore
"i beat my record, doing 100 sit ups. i feel absolutely accomplished!",sit ups,accomplished
i jogged 2 miles. i feel refreshed.,jogged,refreshed
i just biked 3 miles. my legs really hurt.,biked,hurt
i rode 30 minutes on a stationery bike my legs feel like jelly,stationery bike,jelly
i did a circuit with the trainer i'm going to be so sore tomorrow,circuit,sore
i just lifted 5 pound weights for thirty minutes i felt tired,weights,tired
i just ran 2 miles i felt exhilarated,ran,exhilarated
i rode a bike for six kilometers. my legs hurt!,bike,hurt
i went kayaking for one hour. i feel reinvigorated.,kayaking,reinvigorated
i pushed dumbells two sets at a time. pumped up.,dumbells,pumped
i do push ups. i feel weak.,push ups,weak
3 sets of 10 reps bench press felt energized after completing,bench press,energized
10 mile run. i felt tired.,run,tired
"today i went to the gym and lifted wieghts i felt really out shape, but felt energized after my workout",wieghts,energized
today i jogged for 1 hour i felt super out of breath and out of shape.,jogged,out of shape
i just did 100 push ups my arms were killing me,push ups,killing me
i performed 100 military situps my abs were hurting so bad,military situps,hurting
i played basketball for a half hour. i felt out of shape since i was instantly out of breath.,basketball,out of breath
i worked out on the elliptical for a half hour.  it felt nice since the elliptical is not a straining workout.,elliptical,nice
"my first exercise would be football, this is easily tracked by using my smart watch to track steps and distances to give my amount of calories burned. i do not even consider this a traditional type of workout as i enjoy it so much.",football,enjoy
my second workout was a free-weight and body weight workout which was also monitored via a smart watch this workout was also enjoyable since i like working out but a lot more demanding and tougher compared to the previous workout,free-weight,demanding
"in my living room, i did 20 sit ups on the floor. i felt strained and out of shape.",sit ups,out of shape
i walked outside for 30 minutes. i felt energized.,walked,energized
danced to three high energy songs felt very excited,danced,excited
walked for 30 mins around the neighborhood felt winded,walked,winded
i pedaled on the exercise bike for 45 minutes my legs felt strong!,bike,strong
i ran on the treadmill for 15 minutes! that almost killed me!,ran,killed
"i ran 6 miles with my best friend. i felt very tired, as my friend is faster than me, so its not easy to run his pace.",ran,tired
"i lifted weights for 30 minutes. my body is a little sore, but i feel pretty good overall.",lifted,sore
bnech presses was one of my first workouts. i felt sore because i hadn't done them in a long time.,bnech presses,sore
lunges are very challenging but i love doing them. my legs were burning and kind of wobbly. i loved the feeling.,lunges,"burning, wobbly"
i took a five-mile walk. i felt re-energized.,walk,re-energized
